case_id	TMEM167A	SCARNA18|ENSG00000238835.1	XRCC4	MIR548P	FAM174A	RASGRF2	PDE8B	ERBB2IP	EFNA5	MARCH3	CARTPT	MCCC2	OR6C3	OR6C1	OR6C75	SNORA40|ENSG00000253065.1	DIP2B	CDC20B	GZMA	ITGA7	TENM2	KCNMB1	DAZAP2	SMAGP	SLIT3	GZMK	ESM1	TUBA1A	TUBA1C	MIR4432	RNA5SP185	TMEM198B	NUDCD2	ASB8	MYL6	BCL11A	PAPOLG	RN7SL632P	RN7SL361P	MAP3K14	SPRED2	MIR4698	RNA5SP443	SPATA32	ARID2	IKZF3	TRIM7	OR2V2	MEIS1	CD300LG
TCGA-D8-A1JL	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	0.0	1.0	1.0	0.0	0.0
TCGA-AR-A0TP	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0
TCGA-EW-A2FV	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0
TCGA-A8-A090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	-1.0	1.0
TCGA-AN-A0XR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	-1.0
TCGA-A8-A08X	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	-1.0	2.0	-1.0	-1.0	-1.0	-1.0	2.0	-1.0	-1.0	2.0	-1.0
TCGA-EW-A1OW	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	0.0	1.0	1.0	-1.0	0.0
TCGA-BH-A1FJ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
TCGA-D8-A1XV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
TCGA-E2-A1LI	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	0.0	-1.0	-1.0	0.0	0.0
TCGA-D8-A1XR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
TCGA-A2-A0SV	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
TCGA-A8-A06Q	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	-1.0	1.0	1.0	1.0	-1.0
TCGA-AO-A03N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-1.0
TCGA-E2-A14W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
TCGA-E2-A15O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-A2-A0CM	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	0.0	-1.0
TCGA-D8-A1X5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-2.0	0.0	0.0	-2.0	-2.0	0.0	2.0	0.0	0.0	0.0	-1.0
TCGA-AN-A0AR	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	1.0	0.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	1.0	-1.0
TCGA-E2-A1IH	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0
TCGA-D8-A13Y	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	-1.0	1.0	-1.0	0.0	0.0	0.0	-1.0
TCGA-A2-A0SX	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	-1.0	-2.0	-2.0	0.0	0.0	0.0	-1.0	0.0	-2.0	-2.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-2.0	-2.0	0.0	0.0	1.0	-2.0	0.0	-1.0	0.0	0.0	1.0	1.0	1.0	1.0	-1.0	1.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	1.0	-1.0
TCGA-E2-A15F	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-AN-A0XO	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
TCGA-AR-A1AR	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0
TCGA-B6-A0WS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-B6-A0I5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-A8-A07S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-E2-A1LG	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
TCGA-BH-A0HA	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-B6-A0WW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-BH-A1EU	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	-1.0	1.0	-1.0	-1.0	1.0	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.0	1.0	1.0	-1.0	-1.0
TCGA-AR-A2LE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-E2-A15P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-C8-A27B	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0
TCGA-AR-A24T	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-E9-A1NG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-EW-A1P5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	2.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	-1.0	1.0
TCGA-AN-A0FJ	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	-1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	1.0	-1.0
TCGA-BH-A0DI	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
TCGA-BH-A18P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	1.0	0.0	0.0	0.0	-1.0
TCGA-D8-A1JK	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	0.0	0.0	1.0	-1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	-1.0	1.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	1.0	-1.0
TCGA-AC-A23G	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
TCGA-C8-A130	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	1.0
TCGA-A2-A0EW	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-A1-A0SN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	-1.0	1.0	2.0	1.0	1.0	0.0	-1.0
TCGA-AN-A0XN	-1.0	-1.0	-1.0	-2.0	-2.0	-1.0	-1.0	-1.0	-2.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	0.0	1.0	1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	-1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	1.0	0.0
TCGA-AO-A0J2	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	-1.0	2.0	1.0	-1.0	-1.0	2.0	0.0	1.0	1.0	2.0	-1.0
TCGA-BH-A0E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
TCGA-B6-A0IP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-AC-A2FG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TCGA-AR-A0TR	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
TCGA-D8-A27N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	2.0	0.0	0.0	0.0	-1.0
TCGA-AO-A03O	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	-1.0	0.0	0.0	1.0	1.0	1.0	-1.0	-1.0	1.0	0.0	0.0	-1.0	-1.0	0.0	0.0	1.0	1.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
TCGA-D8-A1J9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	2.0	0.0	0.0	0.0	-1.0
TCGA-A7-A0CJ	1.0	1.0	1.0	-1.0	-1.0	1.0	1.0	1.0	-1.0	-1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	-1.0	0.0	0.0	1.0	1.0	1.0	1.0	-1.0	1.0	0.0	-1.0	-1.0	0.0	-1.0	1.0	1.0	1.0	-1.0
TCGA-BH-A0BJ	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
TCGA-AO-A124	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	1.0	1.0	-1.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
TCGA-A8-A06R	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	0.0	1.0	-1.0	0.0	0.0	-1.0	-1.0	1.0	1.0	1.0	-1.0
TCGA-E2-A14Z	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	2.0	-1.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	-1.0
